source_id,source_text,target_id,target_text,rank
DE.AE-04,DE.AE-04: The estimated impact and scope of adverse events are determined,17.9,"Establish and maintain security incident thresholds, including, at a minimum, differentiating between an incident and an event. Examples can include: abnormal activity, security vulnerability, security weakness, data breach, privacy incident, etc. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",1
DE.AE-04,DE.AE-04: The estimated impact and scope of adverse events are determined,18.3,Remediate penetration test findings based on the enterprises documented vulnerability remediation process. This should include determing a timeline and level of effort based on the impact and prioritization of each identified finding.,2
DE.AE-04,DE.AE-04: The estimated impact and scope of adverse events are determined,14.6,Train workforce members to be able to recognize a potential incident and be able to report such an incident.,3
DE.AE-04,DE.AE-04: The estimated impact and scope of adverse events are determined,17.4,"Establish and maintain a documented incident response process that addresses roles and responsibilities, compliance requirements, and a communication plan. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",4
DE.AE-04,DE.AE-04: The estimated impact and scope of adverse events are determined,17.6,"Determine which primary and secondary mechanisms will be used to communicate and report during a security incident. Mechanisms can include phone calls, emails, secure chat, or notification letters. Keep in mind that certain mechanisms, such as emails, can be affected during a security incident. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",5
DE.AE-06,DE.AE-06: Information on adverse events is provided to authorized staff and tools (formerly DE.DP-04),17.5,"Assign key roles and responsibilities for incident response, including staff from legal, IT, information security, facilities, public relations, human resources, incident responders, and analysts. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",1
DE.AE-06,DE.AE-06: Information on adverse events is provided to authorized staff and tools (formerly DE.DP-04),17.2,"Establish and maintain contact information for parties that need to be informed of security incidents. Contacts may include internal staff, service vendors, law enforcement, cyber insurance providers, relevant government agencies, Information Sharing and Analysis Center (ISAC) partners, or other stakeholders. Verify contacts annually to ensure that information is up-to-date.",2
DE.AE-06,DE.AE-06: Information on adverse events is provided to authorized staff and tools (formerly DE.DP-04),8.12,"Collect service provider logs, where supported. Example implementations include collecting authentication and authorization events, data creation and disposal events, and user management events.",3
DE.AE-06,DE.AE-06: Information on adverse events is provided to authorized staff and tools (formerly DE.DP-04),14.6,Train workforce members to be able to recognize a potential incident and be able to report such an incident.,4
DE.AE-06,DE.AE-06: Information on adverse events is provided to authorized staff and tools (formerly DE.DP-04),17.3,"Establish and maintain an documented enterprise process for the workforce to report security incidents. The process includes reporting timeframe, personnel to report to, mechanism for reporting, and the minimum information to be reported. Ensure the process is publicly available to all of the workforce. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",5
DE.AE-07,DE.AE-07: Cyber threat intelligence and other contextual information are integrated into the analysis,17.2,"Establish and maintain contact information for parties that need to be informed of security incidents. Contacts may include internal staff, service vendors, law enforcement, cyber insurance providers, relevant government agencies, Information Sharing and Analysis Center (ISAC) partners, or other stakeholders. Verify contacts annually to ensure that information is up-to-date.",1
DE.AE-07,DE.AE-07: Cyber threat intelligence and other contextual information are integrated into the analysis,16.14,"Conduct threat modeling. Threat modeling is the process of identifying and addressing application security design flaws within a design, before code is created. It is conducted through specially trained individuals who evaluate the application design and gauge security risks for each entry point and access level. The goal is to map out the application, architecture, and infrastructure in a structured way to understand its weaknesses.",2
DE.AE-07,DE.AE-07: Cyber threat intelligence and other contextual information are integrated into the analysis,16.3,"Perform root cause analysis on security vulnerabilities. When reviewing vulnerabilities, root cause analysis is the task of evaluating underlying issues that create vulnerabilities in code, and allows development teams to move beyond just fixing individual vulnerabilities as they arise.",3
DE.AE-07,DE.AE-07: Cyber threat intelligence and other contextual information are integrated into the analysis,10.6,Centrally manage anti-malware software.,4
DE.AE-07,DE.AE-07: Cyber threat intelligence and other contextual information are integrated into the analysis,13.2,"Deploy a host-based intrusion detection solution on enterprise assets, where appropriate and/or supported.",5
DE.AE-08,DE.AE-08: Incidents are declared when adverse events meet the defined incident criteria (formerly DE.AE-05),17.9,"Establish and maintain security incident thresholds, including, at a minimum, differentiating between an incident and an event. Examples can include: abnormal activity, security vulnerability, security weakness, data breach, privacy incident, etc. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",1
DE.AE-08,DE.AE-08: Incidents are declared when adverse events meet the defined incident criteria (formerly DE.AE-05),14.6,Train workforce members to be able to recognize a potential incident and be able to report such an incident.,2
DE.AE-08,DE.AE-08: Incidents are declared when adverse events meet the defined incident criteria (formerly DE.AE-05),17.4,"Establish and maintain a documented incident response process that addresses roles and responsibilities, compliance requirements, and a communication plan. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",3
DE.AE-08,DE.AE-08: Incidents are declared when adverse events meet the defined incident criteria (formerly DE.AE-05),17.8,Conduct post-incident reviews. Post-incident reviews help prevent incident recurrence through identifying lessons learned and follow-up action.,4
DE.AE-08,DE.AE-08: Incidents are declared when adverse events meet the defined incident criteria (formerly DE.AE-05),17.5,"Assign key roles and responsibilities for incident response, including staff from legal, IT, information security, facilities, public relations, human resources, incident responders, and analysts. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",5
RS.MA-01,"RS.MA-01: The incident response plan is executed once an incident is declared in coordination with relevant third parties (formerly RS.RP-01, RS.CO-04)",17.1,"Designate one key person, and at least one backup, who will manage the enterprises incident handling process. Management personnel are responsible for the coordination and documentation of incident response and recovery efforts and can consist of employees internal to the enterprise, service providers, or a hybrid approach. If using a service provider, designate at least one person internal to the enterprise to oversee any third-party work. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",1
RS.MA-01,"RS.MA-01: The incident response plan is executed once an incident is declared in coordination with relevant third parties (formerly RS.RP-01, RS.CO-04)",17.7,"Plan and conduct routine incident response exercises and scenarios for key personnel involved in the incident response process to prepare for responding to real-world incidents. Exercises need to test communication channels, decision making, and workflows. Conduct testing on an annual basis, at a minimum.",2
RS.MA-01,"RS.MA-01: The incident response plan is executed once an incident is declared in coordination with relevant third parties (formerly RS.RP-01, RS.CO-04)",17.4,"Establish and maintain a documented incident response process that addresses roles and responsibilities, compliance requirements, and a communication plan. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",3
RS.MA-01,"RS.MA-01: The incident response plan is executed once an incident is declared in coordination with relevant third parties (formerly RS.RP-01, RS.CO-04)",17.5,"Assign key roles and responsibilities for incident response, including staff from legal, IT, information security, facilities, public relations, human resources, incident responders, and analysts. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",4
RS.MA-01,"RS.MA-01: The incident response plan is executed once an incident is declared in coordination with relevant third parties (formerly RS.RP-01, RS.CO-04)",14.6,Train workforce members to be able to recognize a potential incident and be able to report such an incident.,5
RS.MA-02,"RS.MA-02: Incident reports are triaged and validated (formerly RS.AN-01, RS.AN-02)",14.6,Train workforce members to be able to recognize a potential incident and be able to report such an incident.,1
RS.MA-02,"RS.MA-02: Incident reports are triaged and validated (formerly RS.AN-01, RS.AN-02)",17.8,Conduct post-incident reviews. Post-incident reviews help prevent incident recurrence through identifying lessons learned and follow-up action.,2
RS.MA-02,"RS.MA-02: Incident reports are triaged and validated (formerly RS.AN-01, RS.AN-02)",17.3,"Establish and maintain an documented enterprise process for the workforce to report security incidents. The process includes reporting timeframe, personnel to report to, mechanism for reporting, and the minimum information to be reported. Ensure the process is publicly available to all of the workforce. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",3
RS.MA-02,"RS.MA-02: Incident reports are triaged and validated (formerly RS.AN-01, RS.AN-02)",17.5,"Assign key roles and responsibilities for incident response, including staff from legal, IT, information security, facilities, public relations, human resources, incident responders, and analysts. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",4
RS.MA-02,"RS.MA-02: Incident reports are triaged and validated (formerly RS.AN-01, RS.AN-02)",17.4,"Establish and maintain a documented incident response process that addresses roles and responsibilities, compliance requirements, and a communication plan. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",5
RS.MA-03,"RS.MA-03: Incidents are categorized and prioritized (formerly RS.AN-04, RS.AN-02)",17.9,"Establish and maintain security incident thresholds, including, at a minimum, differentiating between an incident and an event. Examples can include: abnormal activity, security vulnerability, security weakness, data breach, privacy incident, etc. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",1
RS.MA-03,"RS.MA-03: Incidents are categorized and prioritized (formerly RS.AN-04, RS.AN-02)",14.6,Train workforce members to be able to recognize a potential incident and be able to report such an incident.,2
RS.MA-03,"RS.MA-03: Incidents are categorized and prioritized (formerly RS.AN-04, RS.AN-02)",18.3,Remediate penetration test findings based on the enterprises documented vulnerability remediation process. This should include determing a timeline and level of effort based on the impact and prioritization of each identified finding.,3
RS.MA-03,"RS.MA-03: Incidents are categorized and prioritized (formerly RS.AN-04, RS.AN-02)",17.8,Conduct post-incident reviews. Post-incident reviews help prevent incident recurrence through identifying lessons learned and follow-up action.,4
RS.MA-03,"RS.MA-03: Incidents are categorized and prioritized (formerly RS.AN-04, RS.AN-02)",17.5,"Assign key roles and responsibilities for incident response, including staff from legal, IT, information security, facilities, public relations, human resources, incident responders, and analysts. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",5
RS.MA-04,"RS.MA-04: Incidents are escalated or elevated as needed (formerly RS.AN-02, RS.CO-04)",14.6,Train workforce members to be able to recognize a potential incident and be able to report such an incident.,1
RS.MA-04,"RS.MA-04: Incidents are escalated or elevated as needed (formerly RS.AN-02, RS.CO-04)",17.9,"Establish and maintain security incident thresholds, including, at a minimum, differentiating between an incident and an event. Examples can include: abnormal activity, security vulnerability, security weakness, data breach, privacy incident, etc. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",2
RS.MA-04,"RS.MA-04: Incidents are escalated or elevated as needed (formerly RS.AN-02, RS.CO-04)",17.7,"Plan and conduct routine incident response exercises and scenarios for key personnel involved in the incident response process to prepare for responding to real-world incidents. Exercises need to test communication channels, decision making, and workflows. Conduct testing on an annual basis, at a minimum.",3
RS.MA-04,"RS.MA-04: Incidents are escalated or elevated as needed (formerly RS.AN-02, RS.CO-04)",17.8,Conduct post-incident reviews. Post-incident reviews help prevent incident recurrence through identifying lessons learned and follow-up action.,4
RS.MA-04,"RS.MA-04: Incidents are escalated or elevated as needed (formerly RS.AN-02, RS.CO-04)",17.5,"Assign key roles and responsibilities for incident response, including staff from legal, IT, information security, facilities, public relations, human resources, incident responders, and analysts. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",5
RS.MA-05,RS.MA-05: The criteria for initiating incident recovery are applied,17.1,"Designate one key person, and at least one backup, who will manage the enterprises incident handling process. Management personnel are responsible for the coordination and documentation of incident response and recovery efforts and can consist of employees internal to the enterprise, service providers, or a hybrid approach. If using a service provider, designate at least one person internal to the enterprise to oversee any third-party work. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",1
RS.MA-05,RS.MA-05: The criteria for initiating incident recovery are applied,17.4,"Establish and maintain a documented incident response process that addresses roles and responsibilities, compliance requirements, and a communication plan. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",2
RS.MA-05,RS.MA-05: The criteria for initiating incident recovery are applied,17.9,"Establish and maintain security incident thresholds, including, at a minimum, differentiating between an incident and an event. Examples can include: abnormal activity, security vulnerability, security weakness, data breach, privacy incident, etc. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",3
RS.MA-05,RS.MA-05: The criteria for initiating incident recovery are applied,17.8,Conduct post-incident reviews. Post-incident reviews help prevent incident recurrence through identifying lessons learned and follow-up action.,4
RS.MA-05,RS.MA-05: The criteria for initiating incident recovery are applied,11.3,"Protect recovery data with equivalent controls to the original data. Reference encryption or data separation, based on requirements.",5
RS.AN-03,RS.AN-03: Analysis is performed to determine what has taken place during an incident and the root cause of the incident,16.3,"Perform root cause analysis on security vulnerabilities. When reviewing vulnerabilities, root cause analysis is the task of evaluating underlying issues that create vulnerabilities in code, and allows development teams to move beyond just fixing individual vulnerabilities as they arise.",1
RS.AN-03,RS.AN-03: Analysis is performed to determine what has taken place during an incident and the root cause of the incident,17.6,"Determine which primary and secondary mechanisms will be used to communicate and report during a security incident. Mechanisms can include phone calls, emails, secure chat, or notification letters. Keep in mind that certain mechanisms, such as emails, can be affected during a security incident. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",2
RS.AN-03,RS.AN-03: Analysis is performed to determine what has taken place during an incident and the root cause of the incident,14.6,Train workforce members to be able to recognize a potential incident and be able to report such an incident.,3
RS.AN-03,RS.AN-03: Analysis is performed to determine what has taken place during an incident and the root cause of the incident,17.9,"Establish and maintain security incident thresholds, including, at a minimum, differentiating between an incident and an event. Examples can include: abnormal activity, security vulnerability, security weakness, data breach, privacy incident, etc. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",4
RS.AN-03,RS.AN-03: Analysis is performed to determine what has taken place during an incident and the root cause of the incident,17.7,"Plan and conduct routine incident response exercises and scenarios for key personnel involved in the incident response process to prepare for responding to real-world incidents. Exercises need to test communication channels, decision making, and workflows. Conduct testing on an annual basis, at a minimum.",5
RS.AN-06,RS.AN-06: Actions performed during an investigation are recorded and the records' integrity and provenance are preserved (formerly part of RS.AN-03),17.8,Conduct post-incident reviews. Post-incident reviews help prevent incident recurrence through identifying lessons learned and follow-up action.,1
RS.AN-06,RS.AN-06: Actions performed during an investigation are recorded and the records' integrity and provenance are preserved (formerly part of RS.AN-03),8.5,"Configure detailed audit logging for enterprise assets containing sensitive data. Include event source, date, username, timestamp, source addresses, destination addresses, and other useful elements that could assist in a forensic investigation.",2
RS.AN-06,RS.AN-06: Actions performed during an investigation are recorded and the records' integrity and provenance are preserved (formerly part of RS.AN-03),11.3,"Protect recovery data with equivalent controls to the original data. Reference encryption or data separation, based on requirements.",3
RS.AN-06,RS.AN-06: Actions performed during an investigation are recorded and the records' integrity and provenance are preserved (formerly part of RS.AN-03),8.11,"Conduct reviews of audit logs to detect anomalies or abnormal events that could indicate a potential threat. Conduct reviews on a weekly, or more frequent, basis.",4
RS.AN-06,RS.AN-06: Actions performed during an investigation are recorded and the records' integrity and provenance are preserved (formerly part of RS.AN-03),3.14,"Log sensitive data access, including modification and disposal.",5
RS.AN-07,"RS.AN-07: Incident data and metadata are collected, and their integrity and provenance are preserved",17.9,"Establish and maintain security incident thresholds, including, at a minimum, differentiating between an incident and an event. Examples can include: abnormal activity, security vulnerability, security weakness, data breach, privacy incident, etc. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",1
RS.AN-07,"RS.AN-07: Incident data and metadata are collected, and their integrity and provenance are preserved",14.6,Train workforce members to be able to recognize a potential incident and be able to report such an incident.,2
RS.AN-07,"RS.AN-07: Incident data and metadata are collected, and their integrity and provenance are preserved",17.4,"Establish and maintain a documented incident response process that addresses roles and responsibilities, compliance requirements, and a communication plan. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",3
RS.AN-07,"RS.AN-07: Incident data and metadata are collected, and their integrity and provenance are preserved",17.8,Conduct post-incident reviews. Post-incident reviews help prevent incident recurrence through identifying lessons learned and follow-up action.,4
RS.AN-07,"RS.AN-07: Incident data and metadata are collected, and their integrity and provenance are preserved",17.3,"Establish and maintain an documented enterprise process for the workforce to report security incidents. The process includes reporting timeframe, personnel to report to, mechanism for reporting, and the minimum information to be reported. Ensure the process is publicly available to all of the workforce. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",5
RS.AN-08,RS.AN-08: The incident's magnitude is estimated and validated,14.6,Train workforce members to be able to recognize a potential incident and be able to report such an incident.,1
RS.AN-08,RS.AN-08: The incident's magnitude is estimated and validated,17.9,"Establish and maintain security incident thresholds, including, at a minimum, differentiating between an incident and an event. Examples can include: abnormal activity, security vulnerability, security weakness, data breach, privacy incident, etc. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",2
RS.AN-08,RS.AN-08: The incident's magnitude is estimated and validated,17.4,"Establish and maintain a documented incident response process that addresses roles and responsibilities, compliance requirements, and a communication plan. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",3
RS.AN-08,RS.AN-08: The incident's magnitude is estimated and validated,17.8,Conduct post-incident reviews. Post-incident reviews help prevent incident recurrence through identifying lessons learned and follow-up action.,4
RS.AN-08,RS.AN-08: The incident's magnitude is estimated and validated,17.5,"Assign key roles and responsibilities for incident response, including staff from legal, IT, information security, facilities, public relations, human resources, incident responders, and analysts. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",5
RS.CO-02,RS.CO-02: Internal and external stakeholders are notified of incidents,17.2,"Establish and maintain contact information for parties that need to be informed of security incidents. Contacts may include internal staff, service vendors, law enforcement, cyber insurance providers, relevant government agencies, Information Sharing and Analysis Center (ISAC) partners, or other stakeholders. Verify contacts annually to ensure that information is up-to-date.",1
RS.CO-02,RS.CO-02: Internal and external stakeholders are notified of incidents,17.1,"Designate one key person, and at least one backup, who will manage the enterprises incident handling process. Management personnel are responsible for the coordination and documentation of incident response and recovery efforts and can consist of employees internal to the enterprise, service providers, or a hybrid approach. If using a service provider, designate at least one person internal to the enterprise to oversee any third-party work. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",2
RS.CO-02,RS.CO-02: Internal and external stakeholders are notified of incidents,17.5,"Assign key roles and responsibilities for incident response, including staff from legal, IT, information security, facilities, public relations, human resources, incident responders, and analysts. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",3
RS.CO-02,RS.CO-02: Internal and external stakeholders are notified of incidents,16.2,"Establish and maintain a process to accept and address reports of software vulnerabilities, including providing a means for external entities to report. The process is to include such items as: a vulnerability handling policy that identifies reporting process, responsible party for handling vulnerability reports, and a process for intake, assignment, remediation, and remediation testing. As part of the process, use a vulnerability tracking system that includes severity ratings and metrics for measuring timing for identification, analysis, and remediation of vulnerabilities. Review and update documentation annually, or when significant enterprise changes occur that could impact this Safeguard.

Third-party application developers need to consider this an externally-facing policy that helps to set expectations for outside stakeholders.",4
RS.CO-02,RS.CO-02: Internal and external stakeholders are notified of incidents,17.6,"Determine which primary and secondary mechanisms will be used to communicate and report during a security incident. Mechanisms can include phone calls, emails, secure chat, or notification letters. Keep in mind that certain mechanisms, such as emails, can be affected during a security incident. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",5
RS.CO-03,"RS.CO-03: Information is shared with designated internal and external stakeholders (formerly RS.CO-03, RS.CO-05)",17.2,"Establish and maintain contact information for parties that need to be informed of security incidents. Contacts may include internal staff, service vendors, law enforcement, cyber insurance providers, relevant government agencies, Information Sharing and Analysis Center (ISAC) partners, or other stakeholders. Verify contacts annually to ensure that information is up-to-date.",1
RS.CO-03,"RS.CO-03: Information is shared with designated internal and external stakeholders (formerly RS.CO-03, RS.CO-05)",16.2,"Establish and maintain a process to accept and address reports of software vulnerabilities, including providing a means for external entities to report. The process is to include such items as: a vulnerability handling policy that identifies reporting process, responsible party for handling vulnerability reports, and a process for intake, assignment, remediation, and remediation testing. As part of the process, use a vulnerability tracking system that includes severity ratings and metrics for measuring timing for identification, analysis, and remediation of vulnerabilities. Review and update documentation annually, or when significant enterprise changes occur that could impact this Safeguard.

Third-party application developers need to consider this an externally-facing policy that helps to set expectations for outside stakeholders.",2
RS.CO-03,"RS.CO-03: Information is shared with designated internal and external stakeholders (formerly RS.CO-03, RS.CO-05)",18.2,"Perform periodic external penetration tests based on program requirements, no less than annually. External penetration testing must include enterprise and environmental reconnaissance to detect exploitable information. Penetration testing requires specialized skills and experience and must be conducted through a qualified party. The testing may be clear box or opaque box.",3
RS.CO-03,"RS.CO-03: Information is shared with designated internal and external stakeholders (formerly RS.CO-03, RS.CO-05)",17.1,"Designate one key person, and at least one backup, who will manage the enterprises incident handling process. Management personnel are responsible for the coordination and documentation of incident response and recovery efforts and can consist of employees internal to the enterprise, service providers, or a hybrid approach. If using a service provider, designate at least one person internal to the enterprise to oversee any third-party work. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",4
RS.CO-03,"RS.CO-03: Information is shared with designated internal and external stakeholders (formerly RS.CO-03, RS.CO-05)",12.5,Centralize network AAA.,5
RS.MI-01,RS.MI-01: Incidents are contained,17.9,"Establish and maintain security incident thresholds, including, at a minimum, differentiating between an incident and an event. Examples can include: abnormal activity, security vulnerability, security weakness, data breach, privacy incident, etc. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",1
RS.MI-01,RS.MI-01: Incidents are contained,17.2,"Establish and maintain contact information for parties that need to be informed of security incidents. Contacts may include internal staff, service vendors, law enforcement, cyber insurance providers, relevant government agencies, Information Sharing and Analysis Center (ISAC) partners, or other stakeholders. Verify contacts annually to ensure that information is up-to-date.",2
RS.MI-01,RS.MI-01: Incidents are contained,17.1,"Designate one key person, and at least one backup, who will manage the enterprises incident handling process. Management personnel are responsible for the coordination and documentation of incident response and recovery efforts and can consist of employees internal to the enterprise, service providers, or a hybrid approach. If using a service provider, designate at least one person internal to the enterprise to oversee any third-party work. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",3
RS.MI-01,RS.MI-01: Incidents are contained,17.3,"Establish and maintain an documented enterprise process for the workforce to report security incidents. The process includes reporting timeframe, personnel to report to, mechanism for reporting, and the minimum information to be reported. Ensure the process is publicly available to all of the workforce. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",4
RS.MI-01,RS.MI-01: Incidents are contained,17.5,"Assign key roles and responsibilities for incident response, including staff from legal, IT, information security, facilities, public relations, human resources, incident responders, and analysts. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",5
RS.MI-02,RS.MI-02: Incidents are eradicated,17.9,"Establish and maintain security incident thresholds, including, at a minimum, differentiating between an incident and an event. Examples can include: abnormal activity, security vulnerability, security weakness, data breach, privacy incident, etc. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",1
RS.MI-02,RS.MI-02: Incidents are eradicated,17.1,"Designate one key person, and at least one backup, who will manage the enterprises incident handling process. Management personnel are responsible for the coordination and documentation of incident response and recovery efforts and can consist of employees internal to the enterprise, service providers, or a hybrid approach. If using a service provider, designate at least one person internal to the enterprise to oversee any third-party work. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",2
RS.MI-02,RS.MI-02: Incidents are eradicated,17.8,Conduct post-incident reviews. Post-incident reviews help prevent incident recurrence through identifying lessons learned and follow-up action.,3
RS.MI-02,RS.MI-02: Incidents are eradicated,17.4,"Establish and maintain a documented incident response process that addresses roles and responsibilities, compliance requirements, and a communication plan. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",4
RS.MI-02,RS.MI-02: Incidents are eradicated,17.5,"Assign key roles and responsibilities for incident response, including staff from legal, IT, information security, facilities, public relations, human resources, incident responders, and analysts. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",5
RC.RP-01,RC.RP-01: The recovery portion of the incident response plan is executed once initiated from the incident response process,17.1,"Designate one key person, and at least one backup, who will manage the enterprises incident handling process. Management personnel are responsible for the coordination and documentation of incident response and recovery efforts and can consist of employees internal to the enterprise, service providers, or a hybrid approach. If using a service provider, designate at least one person internal to the enterprise to oversee any third-party work. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",1
RC.RP-01,RC.RP-01: The recovery portion of the incident response plan is executed once initiated from the incident response process,17.7,"Plan and conduct routine incident response exercises and scenarios for key personnel involved in the incident response process to prepare for responding to real-world incidents. Exercises need to test communication channels, decision making, and workflows. Conduct testing on an annual basis, at a minimum.",2
RC.RP-01,RC.RP-01: The recovery portion of the incident response plan is executed once initiated from the incident response process,17.4,"Establish and maintain a documented incident response process that addresses roles and responsibilities, compliance requirements, and a communication plan. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",3
RC.RP-01,RC.RP-01: The recovery portion of the incident response plan is executed once initiated from the incident response process,17.5,"Assign key roles and responsibilities for incident response, including staff from legal, IT, information security, facilities, public relations, human resources, incident responders, and analysts. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",4
RC.RP-01,RC.RP-01: The recovery portion of the incident response plan is executed once initiated from the incident response process,11.3,"Protect recovery data with equivalent controls to the original data. Reference encryption or data separation, based on requirements.",5
RC.RP-02,"RC.RP-02: Recovery actions are determined, scoped, prioritized, and performed",11.1,"Establish and maintain a documented data recovery process. In the process, address the scope of data recovery activities, recovery prioritization, and the security of backup data. Review and update documentation annually, or when significant enterprise changes occur that could impact this Safeguard.",1
RC.RP-02,"RC.RP-02: Recovery actions are determined, scoped, prioritized, and performed",11.5,"Test backup recovery quarterly, or more frequently, for a sampling of in-scope enterprise assets.",2
RC.RP-02,"RC.RP-02: Recovery actions are determined, scoped, prioritized, and performed",18.3,Remediate penetration test findings based on the enterprises documented vulnerability remediation process. This should include determing a timeline and level of effort based on the impact and prioritization of each identified finding.,3
RC.RP-02,"RC.RP-02: Recovery actions are determined, scoped, prioritized, and performed",11.3,"Protect recovery data with equivalent controls to the original data. Reference encryption or data separation, based on requirements.",4
RC.RP-02,"RC.RP-02: Recovery actions are determined, scoped, prioritized, and performed",11.4,"Establish and maintain an isolated instance of recovery data. Example implementations include, version controlling backup destinations through offline, cloud, or off-site systems or services.",5
RC.RP-03,RC.RP-03: The integrity of backups and other restoration assets is verified before using them for restoration,11.5,"Test backup recovery quarterly, or more frequently, for a sampling of in-scope enterprise assets.",1
RC.RP-03,RC.RP-03: The integrity of backups and other restoration assets is verified before using them for restoration,11.1,"Establish and maintain a documented data recovery process. In the process, address the scope of data recovery activities, recovery prioritization, and the security of backup data. Review and update documentation annually, or when significant enterprise changes occur that could impact this Safeguard.",2
RC.RP-03,RC.RP-03: The integrity of backups and other restoration assets is verified before using them for restoration,11.2,"Perform automated backups of in-scope enterprise assets. Run backups weekly, or more frequently, based on the sensitivity of the data.",3
RC.RP-03,RC.RP-03: The integrity of backups and other restoration assets is verified before using them for restoration,11.3,"Protect recovery data with equivalent controls to the original data. Reference encryption or data separation, based on requirements.",4
RC.RP-03,RC.RP-03: The integrity of backups and other restoration assets is verified before using them for restoration,11.4,"Establish and maintain an isolated instance of recovery data. Example implementations include, version controlling backup destinations through offline, cloud, or off-site systems or services.",5
RC.RP-04,RC.RP-04: Critical mission functions and cybersecurity risk management are considered to establish post-incident operational norms,17.8,Conduct post-incident reviews. Post-incident reviews help prevent incident recurrence through identifying lessons learned and follow-up action.,1
RC.RP-04,RC.RP-04: Critical mission functions and cybersecurity risk management are considered to establish post-incident operational norms,17.9,"Establish and maintain security incident thresholds, including, at a minimum, differentiating between an incident and an event. Examples can include: abnormal activity, security vulnerability, security weakness, data breach, privacy incident, etc. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",2
RC.RP-04,RC.RP-04: Critical mission functions and cybersecurity risk management are considered to establish post-incident operational norms,17.4,"Establish and maintain a documented incident response process that addresses roles and responsibilities, compliance requirements, and a communication plan. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",3
RC.RP-04,RC.RP-04: Critical mission functions and cybersecurity risk management are considered to establish post-incident operational norms,17.2,"Establish and maintain contact information for parties that need to be informed of security incidents. Contacts may include internal staff, service vendors, law enforcement, cyber insurance providers, relevant government agencies, Information Sharing and Analysis Center (ISAC) partners, or other stakeholders. Verify contacts annually to ensure that information is up-to-date.",4
RC.RP-04,RC.RP-04: Critical mission functions and cybersecurity risk management are considered to establish post-incident operational norms,16.11,"Leverage vetted modules or services for application security components, such as identity management, encryption, and auditing and logging. Using platform features in critical security functions will reduce developers workload and minimize the likelihood of design or implementation errors. Modern operating systems provide effective mechanisms for identification, authentication, and authorization and make those mechanisms available to applications. Use only standardized, currently accepted, and extensively reviewed encryption algorithms. Operating systems also provide mechanisms to create and maintain secure audit logs.",5
RC.RP-05,"RC.RP-05: The integrity of restored assets is verified, systems and services are restored, and normal operating status is confirmed",11.5,"Test backup recovery quarterly, or more frequently, for a sampling of in-scope enterprise assets.",1
RC.RP-05,"RC.RP-05: The integrity of restored assets is verified, systems and services are restored, and normal operating status is confirmed",4.1,"Establish and maintain a documented secure configuration process for enterprise assets (end-user devices, including portable and mobile, non-computing/IoT devices, and servers) and software (operating systems and applications). Review and update documentation annually, or when significant enterprise changes occur that could impact this Safeguard.",2
